Sentence,polit
"Texas residents have had the most awards approved in the first weeks, at 318, followed by Ohioans at 303, New Yorkers at 176 and Californians at 128, according to the agency's data from May 10.",2
"he Justice Department's criminal investigation into Rudy Giuliani involves an international cast of characters: Trump White House allies, Republican lawyers, Ukrainian oligarchs, diplomats, right-wing journalists and other figures who aren't household names.",2
"The probe burst into public view last week when authorities raided Giuliani's home and office in New York City, where he was mayor two decades ago. Investigators were armed with a search warrant that Giuliani's lawyer said mentioned an investigation into potentially illegal foreign lobbying.",2
"Giuliani has denied all wrongdoing and claimed the investigation itself is unconstitutional, and he said on Fox News last week that the ""Department of Injustice"" should be ""investigated for blatantly violating my constitutional rights.""",2
Key player in former President Donald Trump's first impeachment.,2
"Met with Ukrainians and brokered meetings between Giuliani and Ukrainian officials, who were pressured to help Trump's reelection bid by spreading conspiracies about candidate Joe Biden",2
Publicly flipped on Trump and Giuliani and implicated them in the anti-Biden schemes in Ukraine. Assisted House Democrats with their impeachment inquiry against Trump in 2019.,2
"Worked closely with Parnas and Giuliani to dig up dirt on the Bidens in Ukraine, and attended some of the meetings with the Ukrainians.",2
"As vice president, Biden pressured Poroshenko to fire Shokin, citing Shokin's unwillingness to crack down on corruption. This view was shared by many other Western leaders.",2
"Ukraine's top prosecutor from 2015 to 2016, under then-President Petro Poroshenko.",2
He later allied with Giuliani to spread false claims of corruption against Biden. He met with Giuliani in Kiev and promoted false claims in a propaganda-style documentary aired by the pro-Trump outlet OANN.,2
US officials later testified that the opposite was true -- Shokin was fired for not doing enough to investigate corruption.,2
"According to House Democrats' impeachment report, Shokin hired Republican lawyers Victoria Toensing and Joe diGenova ""for the purpose of collecting evidence"" about Biden's role in his firing ""and presenting such evidence to U.S. and foreign authorities."" The retainer was for $25,000 per month, according to The New York Times.",2
Ex-Ukrainian Prosecutor General Yuriy Lutsenko succeeded Shokin as Ukraine's top prosecutor. Was a close Poroshenko ally.,2
"Ex-Ukrainian Prosecutor General Yuriy Lutsenko participated in the OANN documentary, where he promoted many of the debunked allegations about the Biden family. He gave interviews to right-wing columnist John Solomon, who repeated the same anti-Biden and pro-Trump conspiracies.",2
"He hired Toensing and diGenova to represent him ""in meetings with U.S. officials regarding alleged 'evidence' of Ukrainian interference in the 2016 U.S. elections,"" according to a retainer agreement cited in the House Democrats' impeachment report. The alleged Ukrainian meddling is actually a pro-Trump conspiracy theory that denies Russian meddling.",2
"Along with Lutsenko, he hired Toensing and diGenova to represent him ""in meetings with US officials"" about supposed Ukrainian meddling in 2016.",2
House Republicans vote to make Elise Stefanik conference chair replacing Liz Cheney,2
"House Republicans voted on Friday to elevate Rep. Elise Stefanik to the No. 3 leadership position of conference chair after ousting Rep. Liz Cheney from the role because she repeatedly called out former President Donald Trump's ""Big Lie"" that the 2020 election was stolen.",2
"Stefanik, a high-profile Trump defender, faced a conservative challenger -- GOP Rep. Chip Roy -- but his candidacy was viewed as a long-shot, and the New York congresswoman had the backing of House GOP leader Kevin McCarthy, Minority Whip Steve Scalise and Trump. ",2
"""House Republicans are united in our focus to fight on behalf of the American people to save our country from the radical Socialist Democrat agenda,"" she said.",2
Stefanik's rise within the ranks of House GOP leadership and Cheney's removal starkly underscores the Republican Party's entrenched loyalty to the former President and the limited extent to which it is willing to tolerate dissent even after Trump's election lies incited a deadly attack on the US Capitol on January 6.,2
"Amid Trump's false claims over voter fraud, Stefanik supported an objection during the Electoral College vote count to affirm President Joe Biden's win. ",2
Trump stood by Stefanik in her run for the leadership post and weighed in on Roy's late entry into the race Thursday evening with a statement slamming the congressman and reiterating his support for the congresswoman.,2
Stefanik has made a pitch to House Republicans that she will help deliver on a message of unity and united opposition to Democrats in Congress and in the White House as the party works to win back the House majority in 2022.,2
"McCarthy congratulated Stefanik on her election at a news conference after the vote, before pivoting to criticism of Democrats.",2
Stefanik did face pushback from some conservative House Republicans in her bid for leadership.,2
The congresswoman represents a district that pivoted in the past from voting for former President Barack Obama to Trump and she has long been known on Capitol Hill as a more moderate Republican.,2
"In 2015, 2016 and the early days of his term in office, she criticized Trump on a range of issues from his incendiary comments about Muslims and women to his signature policy positions, such as overhauling NATO, building a US-Mexico border wall and having stronger cooperation with Russia.",2
"When House Democrats moved to impeach Trump for the first time in 2019, however, Stefanik emerged as one of the President's most outspoken defenders, taking on Democrats and earning Trump's praise as ""a new Republican star.""",2
"on the other hand, is known as a more conservative Republican, but she has also become a major Trump critic. ",2
House Republicans formally ousted Cheney from her leadership post in a voice vote on Wednesday. ,2
"Before the vote, the Wyoming Republican called out Trump and other Republicans who aided his efforts to overturn his loss and warned, ""we cannot let the former president drag us backward and make us complicit in his efforts to unravel our democracy.""",2
"Stefanik said Wednesday afternoon she ""absolutely"" has enough votes to secure her election to the position, even if someone else decides to jump in the race. Roy publicly announced his intention to run Thursday.",2
"The House Freedom Caucus, a group of Trump-aligned far-right Republicans held a forum with Stefanik on Wednesday evening, which the New York congresswoman called ""a great conversation"" after it concluded.",2
Stefanik also met this week with the conservative Republican Study Committee in her efforts to win over the conference. ,2
"Stefanik has signaled to some colleagues that she plans to stay in leadership and as chair of the House GOP Conference only through 2022, wanting to pursue the top GOP job on the House Education and Labor Committee next Congress, according to a source with direct knowledge of the talks, an assurance that could help assuage concerns from any lawmakers reluctant to support her.",2
"Gohmert downplays January 6 riot in speech from the House floor, falsely claiming 'no evidence' of armed insurrection",2
"Republican Rep. Louie Gohmert of Texas took to the House floor Friday afternoon to downplay the violent insurrection that took place on January 6, falsely claiming that there is ""no evidence"" that the insurrectionists were armed.",2
"Biden signs cybersecurity executive order, though rules wouldn't have applied to Colonial Pipeline",2
"President Joe Biden signed an executive order Wednesday meant to better protect the nation from cyberattacks, but even as he signed it, the White House acknowledged more will need to be done to prevent the type of hack that affected the Colonial Pipeline.",2
